ラップ数,タイム,累積時間,距離,平均ペース,勾配調整後のペース（GAP）平均,平均心拍数,最大心拍数,総上昇量,総下降量,平均パワー,平均W/kg,最大パワー,最大W/kg,平均ピッチ,平均接地時間,平均GCTバランス,平均歩幅,平均上下動,平均上下動比,カロリー,平均気温,最高ペース,最高ピッチ,移動時間,平均移動ペース,身長,体重,VO2Max
1,05:00.9,05:00.9,1,5:01,,146,168,6,5,,,,,150,217,49.9% L / 50.1% R,1.36,13.4,9.6,59,,4:48,155,05:00.9,5:01,185,62,61
2,05:01.6,10:03,1,5:02,,170,173,4,2,,,,,151,216,49.6% L / 50.4% R,1.29,13.3,10.1,64,,4:45,156,5:01,5:01,185,62,61
3,05:12.4,15:15,1,5:12,,168,175,3,12,,,,,149,223,49.9% L / 50.1% R,1.11,11.7,11.2,64,,4:36,158,5:12,5:12,185,62,61
4,05:01.2,20:16,1,5:01,,162,175,,,,,,,153,217,49.8% L / 50.2% R,0.91,13,17.1,60,,4:38,158,5:01,5:01,185,62,61
1,04:50.0,04:50.0,1,4:50,,149,161,,,,,,,152,197,49.9% L / 50.1% R,1.33,13.9,10.9,59,,4:16,158,04:50.0,4:50,185,62,61
2,04:58.6,09:48.6,1,4:59,,169,175,,,,,,,151,197,50.0% L / 50.0% R,1.31,14.3,10.7,61,,4:38,156,4:58,4:58,185,62,61
3,04:55.8,14:44,1,4:56,,168,175,,8,,,,,153,201,50.2% L / 49.8% R,1.22,13.8,13,62,,4:43,159,4:55,4:55,185,62,61
4,04:53.1,19:37,1,4:53,,169,177,7,7,,,,,152,191,49.8% L / 50.2% R,1.31,14.3,10.9,62,,4:35,158,4:53,4:53,185,62,61
5,05:11.3,24:49:00,1,5:11,,173,182,23,15,,,,,152,194,49.9% L / 50.1% R,1.25,14.1,11.3,66,,4:29,158,05:11.3,5:11,185,62,61
6,04:59.1,29:48:00,1,4:59,,174,180,,,,,,,152,202,49.9% L / 50.1% R,1.2,13.6,11.5,64,,5:02,161,4:59,4:59,185,62,61
7,04:44.6,34:32:00,1,4:45,,180,183,1,6,,,,,154,208,50.0% L / 50.0% R,1.38,13,9.2,63,,4:35,159,04:44.6,4:45,185,62,61
1,04:50.8,04:50.8,1,4:51,,155,176,4,,,,,,151,215,50.5% L / 49.5% R,0.79,13,21.5,55,,4:23,163,4:50,4:50,185,62,61
2,05:05.3,09:56.1,1,5:05,,176,181,,3,,,,,152,218,50.2% L / 49.8% R,1.3,13,9.8,65,,4:44,155,5:04,5:04,185,62,61
3,05:01.3,14:57,1,5:01,,170,183,4,11,,,,,154,223,50.2% L / 49.8% R,1.18,12.3,11.1,63,,4:50,159,5:01,5:01,185,62,61
1,05:03.6,05:03.6,1,5:04,,148,175,3,,,,,,151,218,50.0% L / 50.0% R,1.16,13.1,12.8,61,,4:49,156,4:58,4:58,185,62,61
2,05:31.5,10:35,1,5:31,,171,185,,4,,,,,149,222,49.8% L / 50.2% R,1.14,12.1,11.1,68,,4:58,157,05:31.5,5:32,185,62,61
3,05:00.8,15:36,1,5:01,,181,186,5,9,,,,,152,222,49.8% L / 50.2% R,1.31,13,9.6,65,,4:53,156,05:00.8,5:01,185,62,61
4,04:54.0,20:30,1,4:54,,177,188,8,7,,,,,153,218,49.8% L / 50.2% R,1.25,12.8,10.3,63,,4:20,159,4:53,4:53,185,62,61
